Price,Brand,Model,Edition,Year,Condition,Transmission,Body,Fuel,Capacity,Mileage
"6,890,000",Toyota,Axio,G Grade,2013,Used,Automatic,Saloon,Hybrid,"1,500 cc","115,215 km"
"2,995,000",Micro,Panda Cross,Auto,2017,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc","60,000 km"
"2,300,000",Nissan,Other Model,Cube,2000,Used,Automatic,Station wagon,Petrol,"1,300 cc","16,800 km"
"12,000,000",Toyota,CHR,Modellista,2017,Used,Automatic,Hatchback,Petrol,"1,200 cc","49,000 km"
"11,490,000",Toyota,Premio,G SUPERIOR,2013,Used,Automatic,Saloon,Petrol,"1,500 cc","88,000 km"
"2,490,000",Nissan,Leaf,AZE0 24KWH,2014,Used,Automatic,Hatchback,Electric,70 cc,"201,000 km"
"13,400,000",Audi,A3,Sportback,2018,Used,Tiptronic,Hatchback,Petrol,"1,000 cc","49,200 km"
"4,325,000",Toyota,Vitz,Car,2008,Used,Automatic,Saloon,Petrol,"1,000 cc","95,000 km"
"16,500,000",Land Rover,Range Rover,Vogue,2005,Used,Automatic,SUV / 4x4,Petrol,"4,400 cc","78,000 km"
"1,850,000",Toyota,Corolla,Elephant Back,1997,Used,Manual,Hatchback,Diesel,"2,000 cc","238,000 km"
"7,625,000",Toyota,Vitz,Edition 2,2018,Used,Automatic,Hatchback,Petrol,990 cc,"55,000 km"
"800,000",Toyota,Corolla,Corolla 1985,1985,Used,Manual,Saloon,Petrol,"1,290 cc","248,000 km"
"10,600,000",Mitsubishi,Outlander,black petrol,2014,Reconditioned,Automatic,SUV / 4x4,Petrol,"2,000 cc","113,000 km"
"7,700,000",Mini,Cooper,Auto 4 Door,2013,Used,Automatic,Hatchback,Petrol,"1,300 cc","54,000 km"
"9,475,000",Honda,Civic,SR,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","51,000 km"
"11,450,000",Toyota,Premio,G Superior,2014,Used,Automatic,Saloon,Petrol,"1,500 cc","82,655 km"
"10,950,000",Honda,Vezel,Rs Sesing,2017,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc","56,000 km"
"3,150,000",Toyota,Corolla,AE110 AUTO,2000,Used,Automatic,Saloon,Petrol,"1,300 cc","124,000 km"
"2,335,000",Zotye,Nomad,i Manual,2012,Used,Manual,SUV / 4x4,Petrol,"1,300 cc","89,000 km"
"3,150,000",Nissan,Sunny,N16 Super Saloon,2000,Used,Automatic,Saloon,Petrol,"1,587 cc","150,000 km"
"7,350,000",Honda,Vezel,2014,2014,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","88,000 km"
"15,750,000",Toyota,Premio,G Superior,2017,Used,Automatic,Saloon,Petrol,"1,500 cc","42,000 km"
"32,850,000",Toyota,Land Cruiser Prado,Fully Loaded,2014,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc","89,750 km"
"8,900,000",Land Rover,Defender,300,1991,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","450,000 km"
"3,390,000",Nissan,Sunny,FB15,2000,Used,Automatic,Saloon,Petrol,"1,500 cc","412,000 km"
"9,590,000",MG,ZS,TURBO,2019,Reconditioned,Automatic,Station wagon,Petrol,"1,000 cc","35,000 km"
"12,500,000",Toyota,CHR,GT Turbo Modellista,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","53,000 km"
"6,800,000",Toyota,Hilux,Vigo,2010,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","108,000 km"
"14,700,000",Toyota,Mark,GRX130 GS V6 1 of 1,2014,Used,Tiptronic,Saloon,Petrol,"2,500 cc","27,650 km"
"32,500,000",Toyota,Land Cruiser Prado,Box,2010,Used,Manual,SUV / 4x4,Diesel,"4,200 cc","130,000 km"
"5,175,000",Toyota,Aqua,S Grade,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","114,500 km"
"4,475,000",Kia,Picanto,Auto,2016,Reconditioned,Automatic,Saloon,Petrol,"1,000 cc","35,000 km"
"4,450,000",Suzuki,Wagon R,FX Safety,2017,Used,Automatic,Saloon,Petrol,650 cc,"38,650 km"
"1,375,000",Tata,Nano,twist,2015,Used,Manual,Hatchback,Petrol,624 cc,"68,000 km"
"6,425,000",Toyota,Aqua,Aqua,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","97,000 km"
"6,700,000",Toyota,Axio,NKE165 AXIO HYBRID,2014,Used,Automatic,Saloon,Hybrid,"1,500 cc","134,000 km"
"31,750,000",Toyota,Land Cruiser Prado,150 TX,2015,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","70,000 km"
"6,850,000",Toyota,Camry,Dignis,2007,Used,Automatic,Saloon,Petrol,"2,400 cc","148,000 km"
"1,875,000",Hyundai,Accent,2001,2001,Used,Manual,Saloon,Petrol,"1,300 cc","165,000 km"
"17,500,000",Toyota,Hilux,hilux rocco b5,2018,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc","58,000 km"
"6,800,000",Toyota,Celica,CELICA GT FOUR(3SGTE,1996,Used,Manual,Saloon,Petrol,"2,000 cc","122,000 km"
"9,300,000",MG,ZS,Full option,2019,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc","45,178 km"
"7,750,000",Toyota,Axio,G grade,2015,Used,Automatic,Saloon,Petrol,"1,500 cc","100,000 km"
"3,995,000",Honda,Fit Aria,2008 Limited,2008,Used,Automatic,Saloon,Petrol,"1,500 cc","228,000 km"
"17,800,000",Mitsubishi,Eclipse Cross,Mitsubishi G Grade,2020,Used,Tiptronic,SUV / 4x4,Petrol,"1,500 cc","9,450 km"
"4,295,000",Toyota,Vitz,Toyota Vitz Push,2007,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc","129,000 km"
"1,350,000",Peugeot,405,.,1994,Used,Manual,Saloon,Petrol,"1,600 cc","220,000 km"
"570,000",Mitsubishi,Colt,1981,1981,Used,Manual,Hatchback,Petrol,"1,400 cc","200,000 km"
"4,490,000",Toyota,Vitz,"Vitz- 2009,8 Airbags",2009,Used,Automatic,Hatchback,Petrol,"1,000 cc","109,500 km"
"2,395,000",Peugeot,406,D9,2002,Used,Manual,Hatchback,Petrol,"2,000 cc","156,520 km"
"7,290,000",Honda,Grace,EX,2015,Used,Automatic,Saloon,Petrol,"1,500 cc","48,000 km"
"3,100,000",Nissan,Sunny,Fb 15,2000,Used,Automatic,Saloon,Petrol,"1,500 cc","187,000 km"
"4,350,000",Suzuki,Hustler,Hustler,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"62,000 km"
"10,500,000",Hyundai,Venue,Sx Fully Loaded,2019,Used,Tiptronic,SUV / 4x4,Petrol,"1,000 cc","15,000 km"
"2,725,000",Suzuki,A-Star,Full Option,2010,Used,Manual,Hatchback,Petrol,"1,000 cc","94,000 km"
"4,500,000",Toyota,Hilux,LN107 SSRX,1993,Used,Manual,Saloon,Diesel,"2,770 cc","350,000 km"
"2,625,000",Mazda,Familia,BJ5P,1999,Used,Automatic,Saloon,Petrol,"1,500 cc","180,000 km"
"3,075,000",Toyota,Corolla,AE 110 SE Limited,1999,Used,Manual,Saloon,Petrol,"1,500 cc","250,000 km"
"19,300,000",Honda,CRV,VTI - L,2018,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","12,650 km"
"6,700,000",Honda,Fit,GP.5,2014,Used,Automatic,Hatchback,Petrol,"1,500 cc","103,000 km"
"2,775,000",Nissan,Cefiro,Japan,2006,Used,Automatic,Saloon,Petrol,"2,000 cc","158,000 km"
"3,175,000",Nissan,Sunny,N16 super saloon,2001,Used,Automatic,Saloon,Petrol,"1,600 cc","188,890 km"
"3,200,000",Toyota,Crown,super saloon,1994,Used,Automatic,Saloon,Diesel,"2,446 cc","190,000 km"
"3,450,000",Suzuki,Swift,Japan,2005,Used,Automatic,Hatchback,Petrol,"1,300 cc","115,000 km"
"14,675,000",BMW,316i,Petrol,2016,Used,Tiptronic,Saloon,Petrol,"1,600 cc","39,000 km"
"6,790,000",Toyota,Axio,Fielder,2014,Used,Automatic,Station wagon,Hybrid,"1,499 cc","68,564 km"
"9,700,000",Mercedes Benz,C180,Avenguard,2010,Used,Tiptronic,Saloon,Petrol,"1,600 cc","83,000 km"
"2,175,000",Isuzu,Gemini,V TEC AUTO,2002,Used,Automatic,Saloon,Petrol,"1,500 cc","147,000 km"
"1,950,000",Daewoo,Other Model,Matiz,2001,Used,Automatic,Hatchback,Petrol,800 cc,"130,000 km"
"5,300,000",Toyota,Aqua,G Limited,2012,Used,Automatic,Hatchback,Hybrid,"1,500 cc","140,000 km"
"16,600,000",Mercedes Benz,CLA 180,AMG LINE PREMIUM,2017,Used,Automatic,Saloon,Petrol,"1,600 cc","24,000 km"
"2,165,000",Nissan,Sunny,FB14 AUTOMATIC,1996,Used,Automatic,Saloon,Diesel,"2,000 cc","200,000 km"
"9,250,000",Mitsubishi,Montero,Sport GLS DIESEL,2007,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","105,000 km"
"5,800,000",Honda,Fit,GP5 S Grade,2014,Used,Automatic,Hatchback,Petrol,"1,500 cc","50,500 km"
"4,050,000",Toyota,Passo,Racy,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc","99,500 km"
"4,785,000",Suzuki,Wagon R FZ,Premium,2018,Used,Automatic,Hatchback,Hybrid,650 cc,"61,000 km"
"43,500,000",Toyota,Land Cruiser Prado,Diesel 2016,2016,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc","92,000 km"
"59,500,000",Toyota,Land Cruiser Prado,2017,2017,New,Automatic,SUV / 4x4,Diesel,"3,000 cc",900 km
"32,000,000",Toyota,Land Cruiser Prado,150 Fully Loaded,2015,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","59,876 km"
"11,000,000",Toyota,CHR,GT,2017,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc","19,000 km"
"5,800,000",Toyota,Prius,W30,2011,Used,Automatic,Saloon,Petrol,"1,790 cc","130,000 km"
"11,075,000",Honda,Vezel,RS Sensing,2017,Used,Tiptronic,SUV / 4x4,Hybrid,"1,500 cc","76,000 km"
"4,925,000",Toyota,Vitz,1300 CC,2010,Used,Automatic,Hatchback,Petrol,"1,300 cc","82,000 km"
"2,160,000",Toyota,Corolla,110 Ee111,1998,Used,Manual,Saloon,Petrol,"1,300 cc","150,000 km"
"12,850,000",Toyota,Axio,WXB,2018,Used,Automatic,Saloon,Hybrid,"1,500 cc","19,200 km"
"15,250,000",Toyota,Hilux,2017,2017,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","100,000 km"
"13,000,000",Toyota,Allion,G Plus,2016,Used,Automatic,Saloon,Petrol,"1,500 cc","98,000 km"
"10,900,000",Toyota,Premio,260 G SUPERIOR,2013,Used,Automatic,Saloon,Petrol,"1,500 cc","89,000 km"
"7,250,000",Toyota,Yaris,G grade,2014,Used,Automatic,Saloon,Petrol,"1,300 cc","75,900 km"
"6,690,000",Toyota,Allion,260 G limited,2007,Used,Automatic,Saloon,Petrol,"1,500 cc","112,600 km"
"3,600,000",Mercedes Benz,E200,W210,1998,Used,Automatic,Saloon,Petrol,"2,000 cc","206,000 km"
"5,100,000",Mitsubishi,Mirage,2015,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc","27,000 km"
"6,450,000",Toyota,Aqua,prius C,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","93,000 km"
"7,795,000",Toyota,Prius,S LED LIMITED,2015,Used,Automatic,Saloon,Petrol,"1,800 cc","68,700 km"
"690,000",Mitsubishi,Lancer,-,1983,Used,Manual,Saloon,Petrol,"1,400 cc","214,567 km"
"5,200,000",Ford,Ranger,Double cab,2004,Used,Manual,MPV,Diesel,"2,900 cc","185,000 km"
"10,500,000",Kia,Sorento,2012,2012,Used,Tiptronic,SUV / 4x4,Diesel,"2,200 cc","135,000 km"
"2,150,000",Hyundai,Matrix,Auto,2001,Used,Automatic,Hatchback,Petrol,"1,580 cc","155,000 km"
"2,390,000",Toyota,Ceres,Sport,1996,Used,Manual,Saloon,Petrol,"1,500 cc","158,000 km"
"3,450,000",Nissan,Sunny,FB15 AUTO,2002,Used,Automatic,Saloon,Petrol,"1,500 cc","140,000 km"
"3,150,000",Toyota,Cynos,GT TURBO Coupe,1998,Used,Manual,Saloon,Petrol,"1,330 cc","172,000 km"
"2,190,000",Toyota,Carina,AT192,1995,Used,Manual,Saloon,Petrol,"1,500 cc","160,000 km"
"1,690,000",Toyota,Corolla,106 wagon,1993,Used,Manual,Station wagon,Petrol,"1,300 cc","156,000 km"
"7,295,000",Toyota,Prius,S TOURING SELECTION,2013,Used,Automatic,Saloon,Petrol,"1,800 cc","94,600 km"
"1,585,000",Toyota,Corolla,WAGON EE106,1993,Used,Manual,Station wagon,Petrol,"1,300 cc","152,000 km"
"2,950,000",Volkswagen,Passat,Auto 1.8 turbo,2002,Used,Tiptronic,Saloon,Petrol,"1,790 cc","143,000 km"
"4,350,000",Ford,Ranger,manual 4wd,2005,Used,Manual,SUV / 4x4,Diesel,"2,690 cc","135,000 km"
"2,295,000",Micro,Panda,Full Option,2015,Used,Manual,Hatchback,Petrol,"1,000 cc","40,000 km"
"14,750,000",Toyota,Esquire,GI,2014,Used,Automatic,Station wagon,Hybrid,"1,800 cc","109,000 km"
"4,875,000",Suzuki,Hustler,Suzuki Hustler,2018,Used,Automatic,Hatchback,Petrol,660 cc,"71,000 km"
"2,390,000",Mitsubishi,L200,CAB 2WD,1994,Used,Manual,SUV / 4x4,Diesel,"2,560 cc","147,000 km"
"690,000",Toyota,Carina,AT150,1986,Used,Manual,Saloon,Petrol,"1,500 cc","147,000 km"
"20,000,000",Mitsubishi,Montero,V98/ GLX,2013,Used,Tiptronic,SUV / 4x4,Diesel,"3,200 cc","56,000 km"
"19,500,000",Toyota,Premio,Low Mailage,2019,Used,Automatic,Saloon,Petrol,"1,500 cc","13,900 km"
"7,450,000",Toyota,Harrier,Hybrid 4weel,2008,Used,Tiptronic,SUV / 4x4,Hybrid,"3,310 cc","120,000 km"
"18,000,000",Toyota,Premio,1st owner,2018,Used,Automatic,Saloon,Petrol,"1,500 cc","19,000 km"
"5,400,000",Suzuki,SX4,Japan,2010,Used,Automatic,Saloon,Petrol,"1,500 cc","77,500 km"
"4,150,000",Suzuki,Alto,Suzuki Alto 2017,2016,Used,Automatic,Hatchback,Petrol,650 cc,"38,655 km"
"2,765,000",Suzuki,Alto,Alto Japan,2004,Used,Automatic,Hatchback,Petrol,660 cc,"178,000 km"
"35,500,000",Mercedes Benz,E250,AMG Coupe Facelift,2016,Reconditioned,Tiptronic,Coup̩/Sports,Petrol,"1,991 cc","22,000 km"
"4,000,000",BMW,320d,E46,2000,Used,Manual,Saloon,Diesel,"1,950 cc","140,000 km"
"3,150,000",Nissan,Sunny,n16,2001,Used,Automatic,Saloon,Petrol,"1,600 cc","201,350 km"
"18,950,000",BMW,X2,M sport,2019,Used,Tiptronic,SUV / 4x4,Petrol,"1,490 cc","12,600 km"
"4,550,000",Nissan,Bluebird,G11,2007,Used,Automatic,Saloon,Petrol,"1,500 cc","192,000 km"
"11,000,000",BMW,Mini Cooper,Hardtop 5 Doors,2016,Used,Tiptronic,Hatchback,Petrol,"1,190 cc","26,236 km"
"2,740,000",Maruti Suzuki,Alto,Alto Lxi,2016,Used,Manual,Hatchback,Petrol,800 cc,"64,000 km"
"1,975,000",Suzuki,Alto,SPORTS EFI,2011,Used,Manual,Hatchback,Petrol,800 cc,"80,000 km"
"9,200,000",Toyota,Axio,WXB,2016,Used,Automatic,Saloon,Petrol,"1,500 cc","160,000 km"
"7,890,000",Toyota,Vitz,edition 2 safety,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","38,000 km"
"10,500,000",Toyota,Allion,260 G GRADE,2013,Used,Automatic,Saloon,Petrol,"1,500 cc","66,000 km"
"3,750,000",Suzuki,Grand Vitara,7 Seater,2001,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","145,000 km"
"2,475,000",Tata,Sumo,VICTOR DISEL JEEP,2005,Used,Manual,SUV / 4x4,Diesel,"2,000 cc","131,000 km"
"7,750,000",Honda,Vezel,Hybrid,2014,Used,Automatic,Station wagon,Petrol,"1,490 cc","90,200 km"
"1,755,000",Maruti Suzuki,800,Sport,2012,Used,Manual,Hatchback,Petrol,800 cc,"51,119 km"
"6,365,000",Toyota,Aqua,X urban 2015,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","86,000 km"
"825,000",Maruti Suzuki,800,No,1998,Used,Manual,Saloon,Petrol,800 cc,"26,614 km"
"995,000",Toyota,Corolla,DX,1986,Used,Manual,Station wagon,Petrol,"1,300 cc","183,021 km"
"13,200,000",Toyota,Land Cruiser Prado,TZ,2004,Used,Tiptronic,SUV / 4x4,Petrol,"3,400 cc","130,000 km"
"17,500,000",Toyota,Land Cruiser Prado,Diesel,2006,Used,Tiptronic,SUV / 4x4,Diesel,"3,000 cc","170,000 km"
"6,675,000",Toyota,Prius,prius,2013,Used,Automatic,Saloon,Hybrid,"1,800 cc","148,000 km"
"3,375,000",Nissan,Sunny,FB 15,2002,Used,Automatic,Saloon,Petrol,"1,500 cc","210,000 km"
"3,100,000",Honda,Civic,EK3,1998,Used,Manual,Saloon,Petrol,"1,400 cc","155,000 km"
"46,500,000",Toyota,Land Cruiser Prado,2017,2017,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc","21,300 km"
"4,750,000",Suzuki,Wagon R FZ,Safety,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"59,000 km"
"5,250,000",Toyota,Aqua,Grade,2012,Used,Automatic,Saloon,Hybrid,"1,500 cc","109,000 km"
"5,900,000",Mazda,3,JM6,2011,Used,Automatic,Saloon,Petrol,"1,600 cc","123,000 km"
"6,550,000",Toyota,Roomy,Custom GT,2016,Used,Automatic,MPV,Petrol,"1,000 cc","83,000 km"
"4,690,000",Toyota,Belta,automatic,2007,Reconditioned,Automatic,Saloon,Petrol,"1,000 cc","133,000 km"
"5,500,000",Toyota,Vitz,Premium Edition,2010,Used,Automatic,Hatchback,Petrol,"1,300 cc","98,000 km"
"2,180,000",Mahindra,Bolero,Mahindra,2007,Used,Manual,MPV,Diesel,"2,498 cc","198,200 km"
"8,284,000",Toyota,Vitz,Edition 3,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc","22,500 km"
"400,000",Morris,Minor,New,1979,Used,Manual,Saloon,Petrol,"1,000 cc","125,000 km"
"9,800,000",MG,ZS,2019,2019,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc","15,000 km"
"6,750,000",Daihatsu,Terios,Automatic 4 wheel,2011,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","110,000 km"
"850,000",Nissan,Sunny,B11,1983,Used,Manual,Saloon,Petrol,"1,300 cc","125,000 km"
"24,975,000",Mercedes Benz,CLA 200,AMG Premium Plus,2020,Used,Automatic,Saloon,Petrol,"1,332 cc","12,000 km"
"9,350,000",Honda,Vezel,RU3,2016,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc","84,500 km"
"2,950,000",Suzuki,Alto,K10,2015,Used,Manual,Hatchback,Petrol,"1,000 cc","82,445 km"
"3,050,000",Nissan,Sunny,"N16, EX Saloon",2002,Used,Automatic,Saloon,Petrol,"1,500 cc","165,000 km"
"12,000,000",Toyota,CHR,GT LED,2017,Used,Automatic,Hatchback,Petrol,"1,200 cc","42,000 km"
"6,190,000",Micro,BAIC,X 25 2018,2018,Used,Automatic,Hatchback,Petrol,"1,500 cc","68,075 km"
"2,890,000",Toyota,Corolla,Vista,1998,Used,Automatic,Saloon,Petrol,"2,000 cc","161,000 km"
"6,290,000",Hyundai,Santa Fe,Diesel Fully 7 Seats,2008,Used,Automatic,SUV / 4x4,Diesel,"2,200 cc","106,000 km"
"6,595,000",Toyota,Prius,S Grade,2012,Reconditioned,Automatic,Saloon,Hybrid,"1,790 cc","95,282 km"
"1,240,000",Toyota,Starlet,Diesel-2 Door,1989,Used,Manual,Hatchback,Diesel,"1,500 cc","214,000 km"
"7,650,000",Honda,Vezel,orange package,2014,Used,Tiptronic,SUV / 4x4,Petrol,"1,500 cc","94,500 km"
"590,000",Mitsubishi,Lancer,L Light,1975,Used,Manual,Saloon,Petrol,"1,200 cc","60,769 km"
"6,990,000",Daihatsu,Terios,Premium package,2014,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","58,000 km"
"6,650,000",Toyota,Prius,Plugin Hybrid,2013,Used,Automatic,Saloon,Petrol,"1,800 cc","140,000 km"
"5,670,000",Toyota,Aqua,S Grade,2014,Used,Automatic,Hatchback,Petrol,"1,500 cc","110,000 km"
"4,850,000",Toyota,Corolla,121 X LIMITED,2005,Used,Automatic,Saloon,Petrol,"1,500 cc","98,000 km"
"4,565,000",Suzuki,Wagon R FX,Wagon R Fx Seafty,2017,Used,Automatic,Hatchback,Hybrid,650 cc,"40,000 km"
"9,850,000",Toyota,Allion,260,2013,Used,Automatic,Saloon,Petrol,"1,500 cc","73,500 km"
"3,135,000",Nissan,Sunny,Super Saloon,2005,Used,Manual,Saloon,Petrol,"1,500 cc","150,000 km"
"2,575,000",Nissan,Leaf,AZEO X,2014,Used,Automatic,Hatchback,Electric,70 cc,"86,000 km"
"7,250,000",Toyota,Rush,G Grade,2013,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc","112,000 km"
"2,590,000",Suzuki,Alto,2015,2015,Used,Manual,Hatchback,Petrol,800 cc,"35,875 km"
"18,500,000",BMW,318i,M Sport Package,2017,Used,Automatic,Saloon,Petrol,"1,490 cc","25,000 km"
"6,900,000",Toyota,Prius,G Grade,2013,Used,Automatic,Saloon,Hybrid,"1,800 cc","88,000 km"
"1,595,000",Toyota,Corolla,EE106,1992,Used,Manual,Station wagon,Petrol,"1,300 cc","289,543 km"
"8,398,000",Honda,Vezel,Z GRADE,2015,Used,Automatic,Station wagon,Hybrid,"1,500 cc","90,000 km"
"1,075,000",Suzuki,Maruti,800,1999,Used,Manual,Hatchback,Petrol,800 cc,"123,456 km"
"7,090,000",Toyota,Aqua,GS,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc","70,000 km"
"1,475,000",Nissan,Other Model,HB 12 full option,1987,Used,Manual,Saloon,Petrol,"1,500 cc","250,000 km"
"8,750,000",Kia,Sorento,MANUAL,2011,Used,Manual,SUV / 4x4,Diesel,"2,200 cc","81,000 km"
"3,750,000",Nissan,Bluebird,N16,2003,Used,Automatic,Saloon,Petrol,"1,500 cc","114,360 km"
"6,785,000",Honda,Fit,GP5 RS SPORT,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc","67,581 km"
"1,590,000",Tata,Indica,Blue,2007,Used,Manual,Hatchback,Petrol,"1,400 cc","98,000 km"
"1,625,000",Suzuki,Swift,2009,2009,Used,Automatic,Hatchback,Petrol,"1,240 cc","90,588 km"
"4,950,000",Mitsubishi,Pajero,V36,1995,Used,Manual,SUV / 4x4,Diesel,"2,800 cc","252,500 km"
"2,790,000",Mahindra,Bolero,bolero LX 4*4,2003,Used,Manual,SUV / 4x4,Diesel,"2,500 cc","120,625 km"
"2,250,000",Chevrolet,Aveo,UVA,2008,Used,Manual,Hatchback,Petrol,"1,200 cc","89,830 km"
"8,500,000",Mercedes Benz,C180,Avant,2010,Used,Automatic,Saloon,Petrol,"1,600 cc","100,000 km"
"6,500,000",Honda,Vezel,X package,2014,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc","99,700 km"
"2,725,000",Toyota,Corolla,AE110 Limited,1995,Used,Automatic,Saloon,Petrol,"1,498 cc","143,790 km"
"1,625,000",Maruti Suzuki,800,MANUAL,2011,Used,Manual,Hatchback,Petrol,800 cc,"85,000 km"
"2,525,000",Nissan,AD Wagon,2003,2003,Used,Manual,Station wagon,Petrol,"1,290 cc","98,000 km"
"7,890,000",Toyota,Vitz,edition 2,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc","38,000 km"
"2,495,000",Suzuki,Estilo,Full option,2010,Used,Manual,Hatchback,Petrol,"1,000 cc","60,000 km"
"990,000",Kia,Other Model,Pride,1999,Used,Manual,Hatchback,Petrol,"1,300 cc","184,800 km"
"5,550,000",Toyota,Aqua,Aqua G Grade 2013,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc","97,800 km"
"3,750,000",Mitsubishi,Other Model,Verada,2002,Used,Tiptronic,Saloon,Petrol,"3,500 cc","55,000 km"
"4,725,000",Toyota,Vitz,"8 air bag,push start",2011,Used,Automatic,Hatchback,Petrol,"1,000 cc","98,600 km"
"650,000",Nissan,Sunny,B12,1985,Used,Manual,Station wagon,Petrol,"1,200 cc","30,000 km"
"16,200,000",Mitsubishi,Outlander,PHEV,2015,Used,Automatic,SUV / 4x4,Hybrid,"2,000 cc","79,000 km"
"4,550,000",Suzuki,Wagon R,FX,2018,Used,Automatic,Hatchback,Hybrid,660 cc,"45,204 km"
"2,450,000",Toyota,Corolla,CE110,1997,Used,Automatic,Saloon,Diesel,"2,800 cc","43,000 km"
"21,500,000",Toyota,Land Cruiser Prado,TZ,2010,Used,Automatic,SUV / 4x4,Petrol,"3,950 cc","130,000 km"
"7,135,000",Toyota,Vitz,Safety Edition,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc","39,000 km"
"1,690,000",Micro,Panda,1.3,2012,Used,Manual,Hatchback,Petrol,"1,300 cc","79,000 km"
"7,390,000",Toyota,Axio,G Hybrid,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc","84,000 km"
"4,850,000",Toyota,Premio,240,2002,Used,Automatic,Saloon,Petrol,"1,800 cc","188,000 km"
"2,550,000",Toyota,Corolla,110,1996,Used,Automatic,Saloon,Diesel,"1,970 cc","186,000 km"
"70,000,000",Mercedes Benz,S300,AMG,2015,Used,Automatic,Saloon,Diesel,"2,200 cc","24,000 km"
"8,450,000",Toyota,Hilux,Double Cab,2008,Used,Manual,SUV / 4x4,Diesel,"2,982 cc","123,000 km"
"1,390,000",Toyota,Corona,CT176 Wagon,1992,Used,Manual,Station wagon,Diesel,"2,000 cc","147,000 km"
"4,980,000",Suzuki,Spacia,Custom Z,2017,Used,Automatic,Hatchback,Petrol,650 cc,"90,000 km"
"1,285,000",Suzuki,Maruti,800cc,2003,Used,Manual,Hatchback,Petrol,800 cc,"68,463 km"
"490,000",Daihatsu,Charmant,Japan,1988,Used,Manual,Saloon,Petrol,"1,300 cc","193,200 km"
"8,490,000",Honda,Vezel,BLACK Z GRADE-HYBRID,2015,Used,Automatic,SUV / 4x4,Hybrid,"1,490 cc","69,490 km"
"2,590,000",Micro,Panda,Dual air Bags,2017,Used,Manual,Hatchback,Petrol,"1,000 cc","19,000 km"
"675,000",Mitsubishi,Lancer,C 11 V,1986,Used,Manual,Station wagon,Petrol,"1,300 cc","263,000 km"
"2,125,000",Micro,Panda,LC 1.0,2014,Used,Manual,Hatchback,Petrol,"1,000 cc","74,000 km"
"3,365,000",Toyota,Other Model,AE 110 Rivera 1999,1999,Used,Automatic,Saloon,Petrol,"1,500 cc","165,000 km"
"3,490,000",Suzuki,Alto,k10,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc","34,500 km"
"7,995,000",Toyota,Alphard,noah,2008,Used,Automatic,SUV / 4x4,Hybrid,"2,000 cc","112,500 km"
"1,875,000",Toyota,Tercel,NL50 AUTO,1996,Used,Automatic,Saloon,Diesel,"1,450 cc","147,000 km"
"3,790,000",DFSK,Glory,330,2016,Used,Manual,MPV,Diesel,"1,300 cc","48,000 km"
"5,175,000",Toyota,Hilux,LN166,1998,Used,Manual,SUV / 4x4,Diesel,"2,770 cc","180,000 km"
"3,150,000",Austin,Mini Cooper,Sports,1960,Used,Manual,Hatchback,Petrol,"1,300 cc","14,000 km"
