,Price,Brand,Model,Edition,Year,Condition,Transmission,Body,Fuel,Capacity,Mileage
5119,13650000,Toyota,CHR,GT Turbo,2017,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",44000
5120,5550000,Suzuki,Wagon R Stingray,Stingray J Style,2016,Used,Automatic,Hatchback,Petrol,660 cc,50400
5121,4700000,Suzuki,Wagon R Stingray,CAX,2015,Used,Automatic,Hatchback,Petrol,650 cc,78000
5122,13800000,Toyota,CHR,NGX50 GT LED,2017,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",36000
5123,9550000,MG,ZS,ZS,2019,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc",33500
5124,9175000,Suzuki,XBee,MZ 4X4,2019,Used,Automatic,SUV / 4x4,Other fuel type,"1,000 cc",16000
5125,6300000,Toyota,Rush,Toyota,2007,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",175000
5126,5650000,Honda,Fit,GP1,2011,Used,Automatic,Hatchback,Hybrid,"1,300 cc",120000
5127,18000000,Audi,A3,Black Edition,2018,Used,Tiptronic,Saloon,Petrol,"1,000 cc",22000
5128,14975000,Toyota,Axio,WXB 2018 Limited,2018,Used,Automatic,Saloon,Hybrid,"1,500 cc",42500
5129,19500000,Land Rover,Freelander,Freelander 2,2015,Used,Automatic,Station wagon,Diesel,"2,200 cc",115000
5130,16200000,Toyota,CHR,Toyota,2017,Used,Automatic,Station wagon,Hybrid,"1,800 cc",20500
5131,6040000,Suzuki,Wagon R Stingray,2018,2018,Used,Automatic,Hatchback,Petrol,650 cc,52000
5132,950000,Tata,Nano,cx,2012,Used,Manual,Hatchback,Petrol,624 cc,182532
5133,14500000,Toyota,CHR,Toyota,2018,Used,Automatic,Hatchback,Petrol,"1,200 cc",56000
5134,17450000,Toyota,Allion,260 G+,2016,Used,Automatic,Saloon,Petrol,"1,500 cc",72000
5135,3200000,Nissan,Sunny,B 12,1999,Used,Automatic,Saloon,Petrol,"1,500 cc",158000
5136,2600000,Micro,Panda,Cross,2012,Used,Manual,Hatchback,Petrol,"1,342 cc",65000
5137,10790000,Honda,Vezel,Honda,2017,Used,Tiptronic,SUV / 4x4,Hybrid,"1,500 cc",70000
5138,5995000,Suzuki,Wagon R FZ,Suzuki,2018,Used,Automatic,Hatchback,Petrol,660 cc,44200
5139,13600000,Nissan,X-Trail,Premier Autech 2016,2016,Used,Automatic,SUV / 4x4,Hybrid,"2,000 cc",59000
5140,21690000,Honda,CRV,EX/MASTERPIECE/JAPAN,2019,Used,Tiptronic,SUV / 4x4,Petrol,"1,500 cc",3000
5141,12500000,Honda,Civic,1000 Turbo,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",59000
5142,11990000,Honda,Civic,Tech Pack,2018,Used,Tiptronic,Hatchback,Petrol,"1,000 cc",21000
5143,2350000,Nissan,March,K11,2000,Used,Manual,Hatchback,Petrol,"1,000 cc",122287
5144,9000000,Honda,Vezel,Vezel,2014,Used,Automatic,Station wagon,Petrol,"1,490 cc",24891
5145,21500000,Toyota,Land Cruiser Prado,Toyato,2010,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc",118600
5146,11790000,Toyota,Prius,4TH GEN / SUNROOF,2016,Used,Automatic,Saloon,Hybrid,"1,800 cc",33000
5147,7650000,Toyota,Prius,CAC,2012,Used,Automatic,Saloon,Petrol,"1,800 cc",70000
5148,6300000,Suzuki,Wagon R Stingray,used,2018,Used,Automatic,Station wagon,Hybrid,650 cc,38600
5149,520000,Mitsubishi,Lancer,wagon,1984,Used,Manual,Station wagon,Petrol,"1,400 cc",100000
5150,8600000,Honda,Grace,Ex,2015,Used,Tiptronic,Saloon,Hybrid,"1,490 cc",63000
5151,59000000,BMW,740Le,M-Sport,2017,Used,Tiptronic,Saloon,Petrol,"2,000 cc",22000
5152,12500000,Toyota,Raize,Toyota,2019,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc",22000
5153,20500000,Toyota,Premio,G Superior 8 AirBags,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",11000
5154,5200000,Toyota,Vitz,8 Air Bags,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc",97000
5155,16000000,Mazda,6,Sky Active,2016,Used,Tiptronic,Saloon,Petrol,"2,000 cc",58622
5156,11500000,Toyota,Axio,G Grade,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",45000
5157,20700000,Toyota,Premio,2019,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",22280
5158,9375000,Toyota,Axio,Hybrid,2014,Used,Automatic,Saloon,Petrol,"1,490 cc",15500
5159,4650000,Mitsubishi,4DR,5 J24,1980,Used,Manual,SUV / 4x4,Diesel,"2,600 cc",17000
5160,900000,Tata,Nano,Tata Nano,2013,Used,Manual,Hatchback,Petrol,660 cc,200000
5161,8390000,Honda,Grace,Honda,2014,Used,Tiptronic,Saloon,Hybrid,"1,500 cc",114000
5162,9500000,Suzuki,Swift,RS,2017,Used,Automatic,Hatchback,Hybrid,"1,000 cc",45000
5163,7450000,Micro,BAIC,X25,2019,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",11000
5164,9975000,Honda,Grace,Grace EX 2015,2015,Used,Automatic,Saloon,Petrol,"1,490 cc",70000
5165,30000000,Mercedes Benz,E250,AMG CDI Sports Sedan,2013,Used,Automatic,Saloon,Diesel,"2,143 cc",109000
5166,6500000,Suzuki,Wagon R,Premium,2018,Used,Automatic,Hatchback,Hybrid,660 cc,20300
5167,16000000,BMW,520d,520d,2012,Used,Automatic,Saloon,Diesel,"2,000 cc",91000
5168,7500000,Jaguar,S-Type,2002,2002,Used,Tiptronic,Saloon,Petrol,"3,000 cc",120000
5169,13550000,Toyota,Crown,Royal Extra G180,2007,Used,Automatic,Saloon,Petrol,"2,500 cc",91000
5170,9550000,MG,ZS,Car,2019,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc",52000
5171,3150000,Datsun,Other Model,D21 Cab,1983,Used,Manual,SUV / 4x4,Diesel,"2,300 cc",100000
5172,1250000,Nissan,March,K10,1987,Used,Manual,Hatchback,Petrol,"1,000 cc",150000
5173,25500000,Toyota,Land Cruiser Sahara,Toyota,2005,Used,Automatic,SUV / 4x4,Petrol,"4,700 cc",135000
5174,400000,Toyota,Corolla,Vagon 1974,1974,Used,Manual,Station wagon,Petrol,"1,200 cc",934979
5175,8000000,Toyota,IST,Push Start 2008,2008,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",133000
5176,17900000,Mitsubishi,Eclipse Cross,2018,2018,Used,Tiptronic,SUV / 4x4,Petrol,"1,600 cc",39000
5177,6925000,Suzuki,Wagon R Stingray,Stingray,2018,Used,Automatic,Hatchback,Petrol,660 cc,18000
5178,46000000,Toyota,Land Cruiser Prado,Land cruiser 2017G,2017,Used,Tiptronic,Station wagon,Petrol,"2,700 cc",40000
5179,7800000,Honda,Fit Shuttle,Hybrid,2013,Used,Automatic,Hatchback,Hybrid,"1,300 cc",113000
5180,35000000,BMW,X5,X5,2016,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc",76000
5181,8590000,Toyota,Axio,G Grade,2014,Used,Automatic,Saloon,Petrol,"1,500 cc",123000
5182,5785000,Honda,N-Box,CUSTOM,2015,Used,Automatic,MPV,Petrol,650 cc,56000
5183,19500000,Toyota,Harrier,Premium 2014,2014,Used,Tiptronic,SUV / 4x4,Hybrid,"2,500 cc",80000
5184,8875000,Toyota,Corolla,ZRE141R,2013,Used,Automatic,Saloon,Petrol,"1,598 cc",108000
5185,19500000,Toyota,Premio,G Superior,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",19000
5186,6575000,Toyota,Aqua,S Limited,2013,Used,Automatic,Hatchback,Petrol,"1,500 cc",98000
5187,38500000,Audi,Q7,Quattro S Line,2017,Used,Tiptronic,SUV / 4x4,Petrol,"2,000 cc",75000
5188,17800000,Toyota,Premio,2018,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",25000
5189,675000,Toyota,Corolla,1985,1985,Used,Manual,Station wagon,Petrol,"1,300 cc",100000
5190,11500000,Honda,Vezel,Vezel Rs,2016,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc",69000
5191,12600000,Toyota,Premio,G Superior,2012,Used,Automatic,Saloon,Petrol,"1,500 cc",117000
5192,3300000,Suzuki,Swift,-,2005,Used,Manual,Hatchback,Petrol,"1,600 cc",63000
5193,9990000,Toyota,Tank,GS CUSTOM,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",17500
5194,4775000,Honda,Fit,GE 06,2012,Used,Automatic,Hatchback,Petrol,"1,300 cc",132000
5195,15300000,Audi,Q2,Audi,2017,Used,Automatic,SUV / 4x4,Petrol,"1,000 cc",45000
5196,16750000,Toyota,Premio,G superior,2016,Used,Automatic,Saloon,Petrol,"1,500 cc",41000
5197,750000,Nissan,Sunny,B310,1979,Used,Manual,Saloon,Petrol,"1,400 cc",740000
5198,29500000,Toyota,Hilux,Rocco,2020,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc",9000
5199,31000000,Mercedes Benz,C200,AMG L Premium Plus,2019,Used,Automatic,Saloon,Hybrid,"1,500 cc",8000
5200,17500000,Toyota,Premio,G Superior,2017,Used,Automatic,Saloon,Petrol,"1,500 cc",45000
5201,12500000,Honda,Civic,Ex,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",30000
5202,6750000,Suzuki,Wagon R,wagon R,2018,Used,Automatic,Hatchback,Petrol,660 cc,66000
5203,11500000,Honda,Accord,2013,2013,Used,Automatic,Saloon,Hybrid,"2,000 cc",91000
5204,5600000,Ssang Yong,Actyon,Double Cab Sports,2012,Used,Automatic,SUV / 4x4,Diesel,"1,999 cc",84000
5205,9450000,Toyota,Axio,G Grade,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc",103000
5206,5350000,Kia,Picanto,Auto,2016,Used,Tiptronic,Hatchback,Petrol,"1,000 cc",68000
5207,6470000,Suzuki,Wagon R,Stingray,2018,Used,Automatic,Hatchback,Hybrid,660 cc,12800
5208,31500000,Mercedes Benz,CLA 200,AMG Premium Plus,2019,Used,Tiptronic,Saloon,Petrol,"1,490 cc",10500
5209,14700000,Toyota,CHR,TRD,2018,Used,Tiptronic,SUV / 4x4,Petrol,"1,200 cc",11650
5210,14300000,Honda,Accord,Honda Civic,2019,Used,Automatic,Saloon,Petrol,"1,000 cc",20000
5211,33500000,Toyota,Land Cruiser Prado,Tx Limited,2014,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc",15600
5212,17500000,Mercedes Benz,E250,AMG Version,2011,Used,Automatic,Saloon,Petrol,"2,000 cc",100000
5213,1545000,Toyota,Starlet,Diesel Turbo,1990,Used,Manual,Hatchback,Diesel,"2,000 cc",150000
5214,10850000,Toyota,Premio,Toyota,2013,Used,Automatic,Saloon,Petrol,"1,490 cc",99000
5215,700000,Nissan,Sunny,B11,1983,Used,Manual,Saloon,Petrol,"1,300 cc",300000
5216,700000,Nissan,Sunny,B11,1982,Used,Manual,Saloon,Petrol,"1,300 cc",131719
5217,2250000,Tata,Indica,2015,2015,Used,Manual,Hatchback,Petrol,"1,200 cc",65000
5218,840000,Mitsubishi,Lancer,14-1161,1982,Used,Manual,Saloon,Petrol,"1,400 cc",5000
5219,48000000,Toyota,Land Cruiser Prado,Tx,2016,Used,Automatic,Station wagon,Petrol,"2,700 cc",26000
5220,8600000,Honda,Grace,EX Sensing,2015,Used,Automatic,Saloon,Electric,"1,500 cc",54000
5221,6625000,Suzuki,Wagon R Stingray,Safety Package,2018,Used,Automatic,Hatchback,Hybrid,650 cc,24400
5222,22000000,Honda,CRV,RVSI-2,2018,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",26000
5223,2375000,Toyota,Sprinter,Ae100,1991,Used,Manual,Saloon,Petrol,"1,500 cc",151760
5224,1450000,Suzuki,Maruti,Sports EFI Exchange,2006,Used,Manual,Hatchback,Petrol,800 cc,45000
5225,675000,Mazda,Familia,Mazda,1987,Used,Manual,Station wagon,Petrol,"1,500 cc",70286
5226,11500000,Audi,A3,Manuwal Transmission,2017,Used,Manual,Hatchback,Petrol,"1,000 cc",61000
5227,8175000,Suzuki,Swift,RS,2017,Used,Automatic,Hatchback,Hybrid,"1,300 cc",65000
5228,9575000,Suzuki,Swift,RS,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc",45000
5229,14100000,Toyota,Allion,260 G+,2016,Used,Automatic,Saloon,Petrol,"1,500 cc",79000
5230,10950000,Toyota,Axio,G Grade,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc",84000
5231,14500000,Toyota,CHR,NGX 10,2018,Used,Tiptronic,SUV / 4x4,Petrol,"1,500 cc",19450
5232,7275000,Toyota,Prius,3rd Gen,2010,Used,Automatic,Saloon,Hybrid,"1,800 cc",172000
5233,4850000,MG,6,1.8T,2013,Used,Manual,Saloon,Petrol,"1,800 cc",79500
5234,675000,Nissan,Other Model,B11,1983,Used,Manual,Saloon,Petrol,"1,500 cc",253000
5235,930000,Suzuki,Maruti,maruti 800,1996,Used,Manual,Hatchback,Petrol,800 cc,65000
5236,12550000,Toyota,Premio,G Superior,2013,Used,Automatic,Saloon,Petrol,"1,500 cc",88000
5237,8850000,Nissan,Sylphy,Nissan,2015,Used,Automatic,Saloon,Petrol,"1,600 cc",126000
5238,33000000,BMW,ActiveHybrid 7,-,2014,Used,Tiptronic,Saloon,Petrol,"3,000 cc",50000
5239,59500000,BMW,i8,Roadster,2019,Used,Automatic,Coup̩/Sports,Hybrid,"1,500 cc",9600
5240,7500000,Honda,Fit Shuttle,Navi Premium 2014,2014,Used,Automatic,Station wagon,Petrol,"1,330 cc",105725
5241,12300000,Toyota,Premio,G Superior,2013,Used,Automatic,Saloon,Petrol,"1,500 cc",50100
5242,14500000,Toyota,CHR,GT,2019,Used,Automatic,Station wagon,Petrol,"1,200 cc",28000
5243,5875000,Toyota,Aqua,S Grade,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc",117800
5244,9050000,Honda,Grace,Ex Grade,2014,Used,Tiptronic,Saloon,Hybrid,"1,490 cc",107000
5245,850000,Mitsubishi,Lancer,Lancer,1986,Used,Manual,Saloon,Petrol,"1,500 cc",294000
5246,24000000,Mercedes Benz,C180,AMG,2016,Used,Tiptronic,Saloon,Petrol,"1,600 cc",30000
5247,14300000,Toyota,CHR,GT LED Turbo,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",21000
5248,17000000,Mitsubishi,Montero,Sport 2012,2012,Used,Automatic,SUV / 4x4,Diesel,"2,500 cc",135635
5249,14500000,Honda,Vezel,Sensing,2017,Used,Tiptronic,SUV / 4x4,Petrol,"1,500 cc",34000
5250,500000,Peugeot,Other Model,325,1971,Used,Manual,Coup̩/Sports,Diesel,"1,920 cc",420000
5251,4900000,Suzuki,Wagon R Stingray,J Style,2015,Used,Automatic,Hatchback,Petrol,650 cc,75000
5252,7500000,Honda,N-WGN,Custom,2017,Used,Automatic,Hatchback,Petrol,650 cc,28700
5253,675000,Mitsubishi,Lancer,C12 1985,1985,Used,Manual,Saloon,Petrol,"1,500 cc",302400
5254,5225000,Suzuki,Wagon R Stingray,Stingray 2015,2015,Used,Automatic,Saloon,Hybrid,660 cc,31200
5255,2700000,Nissan,March,K 11,2000,Used,Automatic,Hatchback,Petrol,990 cc,184000
5256,4970000,Suzuki,Wagon R,Wagon R Fx,2017,Used,Automatic,Hatchback,Petrol,650 cc,42854
5257,270000,Mitsubishi,Lancer,1980,1980,Used,Manual,Saloon,Petrol,"1,200 cc",100000
5258,4300000,Toyota,Starlet,Ep82,1995,Used,Manual,Hatchback,Petrol,"1,300 cc",110000
5259,5340000,Toyota,Vitz,DBA-KSP90 Vitz,2007,Used,Automatic,Hatchback,Petrol,990 cc,108000
5260,34500000,BMW,X5,Msport,2016,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc",46450
5261,41000000,Jaguar,F-Pace,Jaguar,2017,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc",37106
5262,950000,Honda,Civic,prime,1987,Used,Manual,Saloon,Petrol,"1,480 cc",120000
5263,39500000,Land Rover,Discovery,4 S,2015,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",56000
5264,20800000,BMW,318i,Limited Editon,2016,Used,Automatic,Saloon,Petrol,"1,500 cc",53000
5265,8960000,Toyota,Passo,Moda,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc",31800
5266,31000000,Mercedes Benz,CLA 200,Night edition AMG,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",7000
5267,4725000,Suzuki,Celerio,Suzuki,2017,Used,Tiptronic,Hatchback,Petrol,"1,000 cc",46500
5268,11000000,Toyota,Axio,G Grade,2015,Used,Automatic,Saloon,Hybrid,"1,500 cc",149000
5269,4975000,Nissan,Dutsun,D 21,1993,Used,Manual,SUV / 4x4,Diesel,"2,700 cc",340000
5270,6000000,Suzuki,Wagon R FX,2020 REG,2017,Used,Automatic,Hatchback,Hybrid,650 cc,60735
5271,9950000,Audi,A1,Audi,2018,Used,Tiptronic,Hatchback,Petrol,"1,000 cc",24444
5272,28600000,Mercedes Benz,C200,AMG Line,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",12227
5273,5500000,Nissan,Bluebird,Full options,2005,Used,Automatic,Saloon,Petrol,"1,500 cc",157000
5274,18000000,Toyota,Hilux,Black 2015,2015,Used,Manual,SUV / 4x4,Diesel,"2,800 cc",45000
5275,890000,Honda,City,1990,1990,Used,Manual,Saloon,Petrol,"1,439 cc",200000
5276,975000,Toyota,Corolla,Dx Wagon,1989,Used,Manual,Station wagon,Petrol,"1,300 cc",100000
5277,850000,Mitsubishi,Lancer,C12,1986,Used,Manual,Station wagon,Petrol,"1,500 cc",162536
5278,8950000,Hyundai,Elantra,2014,2014,Used,Tiptronic,Saloon,Petrol,"1,600 cc",120000
5279,4600000,Suzuki,Wagon R FX,2016,2016,Used,Automatic,Hatchback,Petrol,650 cc,95000
5280,6240000,Toyota,Wigo,G,2017,Used,Automatic,Hatchback,Petrol,"1,000 cc",35000
5281,920000,Toyota,Corolla,Dx Wagon,1987,Used,Manual,Station wagon,Petrol,"1,290 cc",86000
5282,6475000,Honda,Insight,2011/2013 ZE2,2011,Used,Automatic,Coup̩/Sports,Petrol,"1,330 cc",116000
5283,4775000,Toyota,Vitz,KSP90 2008,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc",95000
5284,15000000,Toyota,Land Cruiser Sahara,VX limited 101,2000,Used,Automatic,SUV / 4x4,Diesel,"4,200 cc",280000
5285,875000,Nissan,Dutsun,HB12,1987,Used,Manual,Saloon,Petrol,"1,500 cc",285600
5286,12700000,Toyota,Axio,WXB,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc",25000
5287,4850000,Daihatsu,Mira,Daihatsu Mira,2016,Used,Automatic,Hatchback,Petrol,650 cc,44854
5288,850000,Toyota,Corona,Corona,1986,Used,Manual,Saloon,Petrol,"1,200 cc",10000
5289,21300000,Mitsubishi,4DR,Montero,2013,Used,Automatic,SUV / 4x4,Diesel,"3,200 cc",70000
5290,15000000,Audi,A6,A6 2013 Diesel 15Mil,2013,Used,Tiptronic,Saloon,Diesel,"2,000 cc",70000
5291,9300000,Toyota,Aqua,X Urban,2015,Used,Automatic,Hatchback,Petrol,"1,490 cc",48000
5292,11590000,Toyota,Axio,WXB,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc",35000
5293,22000000,Mercedes Benz,E300,mercedes benz,2015,Used,Automatic,Saloon,Hybrid,"2,150 cc",52000
5294,19800000,Toyota,Premio,F EX,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",15000
5295,40000000,BMW,530e,M Sport Plus,2018,Used,Tiptronic,Saloon,Petrol,"2,000 cc",22000
5296,4750000,Toyota,Vitz,Vitz,2007,Used,Automatic,Hatchback,Petrol,"1,000 cc",94600
5297,4600000,Nissan,Wingroad,Y12w,2007,Used,Automatic,Station wagon,Petrol,"1,500 cc",109440
5298,6500000,Suzuki,Wagon R Stingray,Safety Package,2018,Used,Automatic,Hatchback,Hybrid,660 cc,36000
5299,9800000,Mitsubishi,Lancer,Lancer (MIVEC 1.8GT),2010,Used,Tiptronic,Saloon,Petrol,"1,800 cc",56700
5300,12850000,Honda,Vezel,Sensing,2017,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc",68000
5301,21500000,Toyota,Crown,Royal Saloon,2014,Used,Automatic,Saloon,Hybrid,"2,490 cc",120000
5302,9450000,Toyota,Axio,G grade,2015,Used,Automatic,Saloon,Petrol,"1,500 cc",100000
5303,6720000,Suzuki,Wagon R Stingray,Stingray,2018,Used,Automatic,Hatchback,Petrol,880 cc,64000
5304,3400000,Nissan,March,K11,2000,Used,Automatic,Hatchback,Petrol,"1,300 cc",101000
5305,900000,Mazda,Other Model,14 SHI 7694,1983,Used,Manual,Coup̩/Sports,Petrol,"6,450 cc",56211
5306,12900000,Toyota,Prius,2016,2016,Used,Automatic,Saloon,Petrol,"1,800 cc",51000
5307,22900000,Toyota,Harrier,Premium Advanced,2014,Used,Tiptronic,SUV / 4x4,Hybrid,"2,500 cc",51000
5308,13800000,Toyota,Premio,G superior,2015,Used,Automatic,Saloon,Petrol,"1,500 cc",94166
5309,18500000,Toyota,Land Cruiser Prado,120,2008,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc",91000
5310,6590000,Suzuki,Wagon R Stingray,stingray,2017,Used,Automatic,Hatchback,Petrol,660 cc,27000
5311,2790000,Chevrolet,Aveo,KG,2007,Used,Manual,Hatchback,Petrol,"1,200 cc",80193
5312,425000,Hyundai,Stellar,Super,1987,Used,Manual,Saloon,Petrol,"1,400 cc",200000
5313,15400000,Toyota,Axio,WXB,2019,Used,Automatic,Saloon,Hybrid,"1,500 cc",34000
5314,17900000,Toyota,Premio,G Superior,2017,Used,Automatic,Saloon,Petrol,"1,500 cc",10800
5315,7100000,Honda,Fit,GP5 S Grade,2014,Used,Automatic,Hatchback,Petrol,"1,500 cc",113000
5316,290000,Toyota,Corolla,DX wagen,1987,Used,Manual,Station wagon,Petrol,"1,400 cc",120000
5317,4200000,Suzuki,Spacia,Full option,2017,Used,Automatic,Hatchback,Hybrid,650 cc,150000
5318,6500000,Toyota,Prius,S Grade,2011,Used,Automatic,Saloon,Hybrid,"1,800 cc",134000
5319,14000000,Toyota,Land Cruiser Prado,CHR GT TURBO,2019,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",12000
5320,9000000,Honda,Grace,EX Package,2015,Used,Automatic,Saloon,Petrol,"1,500 cc",72000
5321,9000000,Toyota,Premio,G Superior,2007,Used,Automatic,Saloon,Petrol,"1,800 cc",165000
5322,23300000,Toyota,Hilux,Rocco B5,2018,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc",59000
5323,870000,Toyota,Corolla,Dx wagon,1987,Used,Manual,Saloon,Petrol,"1,500 cc",285600
5324,5290000,Daihatsu,Mira,Daihatsu Mira 2018,2017,Used,Automatic,Hatchback,Petrol,650 cc,44854
5325,5490000,Daihatsu,Wake,Wake 2018 car,2015,Used,Automatic,Hatchback,Petrol,660 cc,42541
5326,6650000,Toyota,Aqua,Aqua S Grade,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc",91000
5327,11165000,Toyota,Axio,G Grade,2016,Used,Automatic,Saloon,Hybrid,"1,500 cc",51186
5328,3000000,Nissan,Leaf,Nissan,2013,Used,Automatic,Hatchback,Electric,70 cc,89000
5329,6905000,Suzuki,Celerio,X Sport,2020,Used,Automatic,Hatchback,Petrol,"1,000 cc",5000
5330,9600000,Toyota,Premio,G Superior,2011,Used,Automatic,Saloon,Petrol,"1,496 cc",96000
5331,9700000,Toyota,Harrier,Fully Loaded,2007,Used,Automatic,SUV / 4x4,Petrol,"2,400 cc",78000
5332,8000000,Toyota,Passo,Passo XG Safety,2018,Used,Automatic,Hatchback,Petrol,990 cc,20280
5333,6630000,Suzuki,Wagon R Stingray,Safety Package,2018,Used,Automatic,Hatchback,Hybrid,660 cc,60000
5334,4190000,Suzuki,Ertiga,VVT 7 Seater,2013,Used,Manual,MPV,Petrol,"1,400 cc",147000
5335,12600000,Toyota,Raize,Z Grade,2020,Used,Automatic,Station wagon,Petrol,"1,000 cc",20000
5336,21000000,Toyota,Premio,2018 - G Superior,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",20000
5337,3850000,Nissan,Sunny,2004,2004,Used,Automatic,Saloon,Petrol,"1,500 cc",270340
5338,8650000,Toyota,Aqua,Xurban,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc",95000
5339,45000000,Mercedes Benz,GLB,GLB 200 AMG Premium,2020,Used,Automatic,SUV / 4x4,Petrol,"1,332 cc",1500
5340,8825000,MG,ZS,2018,2018,Used,Tiptronic,SUV / 4x4,Petrol,"1,000 cc",45000
5341,19750000,Toyota,Premio,Toyota,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",44000
5342,4975000,Suzuki,Wagon R Stingray,Stingray,2014,Used,Automatic,Station wagon,Petrol,650 cc,92215
5343,5500000,Nissan,Navara,Longwaydown,2008,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",123000
5344,6200000,Nissan,Dualis,2WD SUV,2007,Used,Tiptronic,SUV / 4x4,Petrol,"1,990 cc",158300
5345,7300000,Toyota,Passo,PASSO 2016,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc",70300
5346,22000000,Honda,CRV,Ex Master,2019,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",16172
5347,17500000,Mitsubishi,Montero,Sport,2012,Used,Tiptronic,SUV / 4x4,Diesel,"2,500 cc",97000
5348,7250000,Honda,Accord,Navi premium,2014,Used,Automatic,Station wagon,Petrol,"1,330 cc",152600
5349,6950000,Honda,Fit Shuttle,Honda fit shutle GP2,2014,Used,Automatic,Station wagon,Hybrid,"1,300 cc",110000
5350,590000,Toyota,Corolla,KE 50,1981,Used,Manual,Saloon,Petrol,"1,200 cc",64869
5351,3100000,Perodua,Kembara,Kembara (terios),2002,Used,Automatic,SUV / 4x4,Petrol,"1,300 cc",180000
5352,8800000,Toyota,Vitz,2,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc",24370
5353,10500000,Audi,A1,Limited editions,2016,Used,Automatic,Hatchback,Petrol,"1,000 cc",58000
5354,975000,Volkswagen,VW1300,Front Japan Seat Set,1969,Used,Manual,Saloon,Petrol,"1,300 cc",5555
5355,7795000,Nissan,X-Trail,2006 New body,2006,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc",150000
5356,3200000,Nissan,March,AK12,2002,Used,Automatic,Hatchback,Petrol,"1,000 cc",134000
5357,19500000,Toyota,Premio,G superior,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",9000
5358,575000,Mitsubishi,Lancer,1400cc,1984,Used,Manual,Station wagon,Petrol,"1,400 cc",94529
5359,13000000,Mitsubishi,Montero,montero,2003,Used,Tiptronic,SUV / 4x4,Petrol,"3,490 cc",112000
5360,475000,Mitsubishi,Lancer,Tredia,1983,Used,Manual,Saloon,Petrol,"1,400 cc",150000
5361,22500000,Toyota,Premio,FEX (G Superior),2018,Used,Automatic,Saloon,Petrol,"1,500 cc",25000
5362,15500000,Mazda,6,Sky active,2016,Used,Tiptronic,Saloon,Petrol,"2,000 cc",53000
5363,12000000,Honda,Civic,Honda Civic,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc",47814
5364,37500000,Mercedes Benz,E350,AMG Line,2017,Used,Automatic,Saloon,Petrol,"2,000 cc",26000
5365,800000,Hyundai,Stellar,1988,1988,Used,Manual,Saloon,Petrol,"1,500 cc",300000
5366,9300000,Toyota,Allion,allion 260,2011,Used,Automatic,Saloon,Petrol,"1,500 cc",134450
