,Price,Brand,Model,Edition,Year,Condition,Transmission,Body,Fuel,Capacity,Mileage
5367,15800000,Toyota,CHR,GT TURBO,2017,Used,Automatic,Hatchback,Petrol,"1,200 cc",81000
5368,5590000,Suzuki,Wagon R FX,Safety Package,2017,Used,Automatic,Hatchback,Petrol,650 cc,33000
5369,6000000,Mitsubishi,Pajero,io Anniversary,2000,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc",163028
5370,16800000,Mitsubishi,Montero,V6 GLS,2008,Used,Automatic,SUV / 4x4,Petrol,"3,000 cc",87000
5371,30000000,Ford,Raptor Ranger,Raptor,2019,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc",70000
5372,21500000,Honda,CRV,CRV,2019,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",17000
5373,600000,Toyota,Corolla,Toyota,1987,Used,Manual,Saloon,Petrol,"1,100 cc",285600
5374,31500000,Tesla,Model S,70D,2016,Used,Automatic,Saloon,Electric,"1,000 cc",13000
5375,5500000,Honda,S660,SPORTS UNREGISTERED,2015,Reconditioned,Automatic,Station wagon,Petrol,650 cc,2000
5376,6225000,Suzuki,Wagon R,2017,2017,Used,Automatic,Hatchback,Petrol,880 cc,70000
5377,7100000,Suzuki,Wagon R Stingray,Suzuki,2018,Used,Automatic,Hatchback,Petrol,600 cc,39000
5378,565000,Nissan,Other Model,B310,1978,Used,Manual,Saloon,Petrol,"1,200 cc",73000
5379,17990000,Toyota,Premio,G superior,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",41500
5380,16000000,Land Rover,Freelander,Freelander 2,2012,Used,Tiptronic,SUV / 4x4,Diesel,"2,200 cc",80000
5381,22500000,Toyota,Hilux,Rocco,2018,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc",61000
5382,8650000,Toyota,Vitz,Edition 2,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc",27000
5383,5150000,Daihatsu,Copen,copen x play,2015,Used,Tiptronic,Convertible,Petrol,650 cc,1500
5384,4500000,Perodua,Axia,G Grade,2016,Used,Manual,Hatchback,Petrol,"1,000 cc",78932
5385,9500000,Toyota,Roomy,Toyota roomy 2018,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc",11000
5386,55000000,BMW,740e,M SPORT AUTO,2018,Used,Tiptronic,Saloon,Petrol,"2,000 cc",68000
5387,11700000,Honda,Vezel,Sensing,2017,Used,Tiptronic,SUV / 4x4,Hybrid,"1,500 cc",70000
5388,9350000,Toyota,Vitz,Toyota,2017,Reconditioned,Automatic,Hatchback,Petrol,"1,000 cc",14000
5389,5895000,Daihatsu,Mira,Daihatsu,2017,Reconditioned,Automatic,Hatchback,Petrol,650 cc,12000
5390,920000,Toyota,Corolla,Dx Wagon,1985,Used,Manual,Station wagon,Petrol,"1,300 cc",200000
5391,8950000,Toyota,Vitz,Toyota vitz,2015,Used,Automatic,Hatchback,Petrol,"1,000 cc",60000
5392,2900000,Suzuki,Liana,(used),2006,Used,Manual,Saloon,Petrol,"1,328 cc",200000
5393,3190000,Nissan,Leaf,AZE0,2014,Used,Automatic,Hatchback,Electric,70 cc,202000
5394,16000000,Toyota,Axio,WXB,2019,Used,Automatic,Saloon,Hybrid,"1,500 cc",18000
5395,5795000,Daihatsu,Mira,Unregistered,2017,Reconditioned,Automatic,Hatchback,Petrol,650 cc,11851
5396,29500000,Mercedes Benz,C200,Premium Plus,2020,Used,Automatic,Saloon,Petrol,"1,500 cc",34000
5397,16500000,Audi,A6,Diesel,2012,Used,Automatic,Saloon,Diesel,"2,000 cc",78000
5398,8480000,Toyota,Aqua,X-Urban,2016,Used,Automatic,Hatchback,Hybrid,"1,500 cc",75000
5399,450000,Daihatsu,Hijet,Subaru,1992,Used,Manual,Saloon,Petrol,"2,200 cc",150000
5400,11800000,Toyota,Hilux,Vigo 2009,2009,Used,Manual,SUV / 4x4,Diesel,"3,000 cc",159000
5401,8500000,Honda,Grace,EX Package,2014,Used,Tiptronic,Saloon,Hybrid,"1,500 cc",119000
5402,14000000,Nissan,Teana,"250XV,V6",2013,Used,Automatic,Saloon,Petrol,"2,500 cc",97000
5403,7950000,Toyota,Aqua,X Urban,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc",86000
5404,7750000,Toyota,Allion,240,2007,Used,Automatic,Saloon,Petrol,"1,500 cc",116000
5405,12700000,Mitsubishi,Montero,V6,2005,Used,Automatic,SUV / 4x4,Petrol,"3,800 cc",172000
5406,6200000,Jaguar,X-Type,Sport,2004,Used,Automatic,Saloon,Petrol,"2,000 cc",48000
5407,17000000,Audi,A6,Audi A6,2012,Used,Automatic,Saloon,Diesel,"2,000 cc",83200
5408,3490000,Nissan,Sunny,N 16,2000,Used,Automatic,Saloon,Petrol,"1,500 cc",88000
5409,6250000,Toyota,Aqua,G Grade,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc",105000
5410,15000000,Toyota,Land Cruiser Sahara,VX Limited,1999,Used,Manual,Station wagon,Diesel,"4,200 cc",190000
5411,32500000,Mercedes Benz,X250d,Diesel,2019,Used,Tiptronic,SUV / 4x4,Diesel,"2,400 cc",10000
5412,35500000,Mercedes Benz,X250d,Progressive Pack,2018,Used,Tiptronic,SUV / 4x4,Diesel,"2,400 cc",20000
5413,8500000,Honda,Fit Shuttle,NaviPremium Package,2014,Used,Automatic,Hatchback,Hybrid,"1,330 cc",53500
5414,4850000,Toyota,Corolla,110 riviere,1999,Used,Automatic,Saloon,Petrol,"1,450 cc",98000
5415,20500000,Toyota,Premio,G superior,2018,Used,Automatic,Saloon,Petrol,"1,496 cc",36500
5416,8990000,Honda,Vezel,Z ORANGE PACKAGE,2014,Used,Automatic,Hatchback,Hybrid,"1,500 cc",70000
5417,3700000,Nissan,AD Wagon,Full Option,2003,Used,Automatic,Station wagon,Petrol,"1,500 cc",201760
5418,2750000,Suzuki,Alto,Suzuki,2015,Used,Manual,Hatchback,Petrol,800 cc,53607
5419,12400000,Toyota,Axio,WXB,2017,Used,Automatic,Saloon,Hybrid,"1,500 cc",59000
5420,12250000,Toyota,Voxy,NOAH,2014,Used,Automatic,MPV,Hybrid,"1,800 cc",169000
5421,4750000,Toyota,Vitz,KSP90 08 Airbags,2007,Used,Automatic,Hatchback,Petrol,"1,000 cc",97000
5422,5075000,Toyota,Vitz,KSP90 08 Airbags,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc",82000
5423,7250000,Toyota,Aqua,X Urban,2015,Used,Automatic,Hatchback,Hybrid,"1,500 cc",120000
5424,54000000,Land Rover,Range Rover Velar,-,2018,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc",28000
5425,11490000,Honda,Vezel,sensing,2016,Used,Automatic,Station wagon,Hybrid,"1,500 cc",89500
5426,17350000,Toyota,Premio,G Superior,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",40000
5427,780000,Nissan,Sunny,Ex,1985,Used,Manual,Saloon,Petrol,"1,500 cc",236000
5428,2600000,Datsun,Redi Go,2017,2017,Used,Manual,Hatchback,Petrol,800 cc,51498
5429,495000,Toyota,Corolla,KE20 hilux,1974,Used,Manual,Saloon,Petrol,"1,200 cc",602625
5430,5850000,Toyota,Prius,30 (3rd Gen) Car,2009,Used,Automatic,Hatchback,Petrol,"1,500 cc",125000
5431,475000,Toyota,Carina,1987,1987,Used,Manual,Saloon,Petrol,"1,500 cc",120000
5432,5795000,Suzuki,Alto,Suzuki,2016,Reconditioned,Automatic,Hatchback,Petrol,650 cc,11200
5433,9675000,Toyota,Premio,Used,2010,Used,Automatic,Saloon,Petrol,"1,500 cc",102000
5434,5895000,Suzuki,Alto,X Unregistered,2018,Reconditioned,Automatic,Hatchback,Petrol,650 cc,13100
5435,890000,Nissan,Sunny,B11,1982,Used,Manual,Saloon,Petrol,"1,200 cc",120000
5436,5595000,Suzuki,Alto,Suzuki,2017,Reconditioned,Automatic,Hatchback,Petrol,650 cc,11600
5437,5850000,Toyota,Aqua,Aqua 2012,2012,Used,Automatic,Hatchback,Hybrid,"1,500 cc",190000
5438,19750000,Toyota,Premio,G Superior,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",16000
5439,5100000,Honda,Fit,Honda Gp 1,2012,Used,Automatic,Hatchback,Hybrid,"1,300 cc",85000
5440,58500000,Land Rover,Range Rover Sport,HSE 2.0 Diesel,2018,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc",7000
5441,590000,Nissan,Dutsun,Nissan,1980,Used,Manual,Saloon,Petrol,"1,200 cc",100000
5442,900000,Toyota,Carina,-,1990,Used,Manual,Saloon,Petrol,"2,553 cc",40000
5443,14200000,Toyota,Premio,G Superior,2015,Used,Automatic,Saloon,Petrol,"1,500 cc",89000
5444,24800000,Toyota,Vellfire,2012,2012,Used,Automatic,MPV,Petrol,"2,400 cc",78000
5445,4390000,Suzuki,Wagon R,FZ Safety,2014,Reconditioned,Automatic,Hatchback,Hybrid,650 cc,33000
5446,18550000,Toyota,Premio,Ex,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",55000
5447,14200000,Mercedes Benz,C180,AMG,2010,Used,Tiptronic,Saloon,Petrol,"1,800 cc",160000
5448,17390000,Toyota,Premio,F EX,2017,Used,Automatic,Saloon,Petrol,"1,500 cc",37000
5449,13500000,Mitsubishi,Outlander,safety Package,2015,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",72000
5450,10950000,Toyota,Harrier,Hybrid UK Lexus,2008,Used,Automatic,SUV / 4x4,Petrol,"3,300 cc",140000
5451,18900000,Mitsubishi,Eclipse Cross,2018 Cross,2018,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",50456
5452,3300000,Alfa Romeo,Other Model,2L Twin Spark,1999,Used,Manual,Saloon,Petrol,"2,000 cc",152779
5453,3450000,Nissan,Sunny,N16,2001,Used,Automatic,Saloon,Petrol,"1,500 cc",199000
5454,6000000,Honda,S660,2016,2016,Used,Automatic,Coup̩/Sports,Petrol,650 cc,6300
5455,5575000,Suzuki,Wagon R FZ,Non Turbo,2017,Used,Automatic,Hatchback,Hybrid,650 cc,39000
5456,2225000,Suzuki,Alto,2006,2006,Used,Manual,Hatchback,Petrol,800 cc,198000
5457,8000000,Toyota,Aqua,Aqua 2016,2016,Used,Automatic,Hatchback,Petrol,"1,490 cc",57000
5458,5650000,Suzuki,Wagon R FX,Fx,2017,Used,Automatic,Hatchback,Petrol,650 cc,28000
5459,8100000,Toyota,Allion,60th Anniversary,2007,Used,Automatic,Saloon,Petrol,"1,490 cc",134000
5460,16000000,Toyota,CHR,GT NGX50 4WD,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",9800
5461,19800000,Toyota,Premio,FEX,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",9300
5462,4200000,Toyota,Corolla,121,2005,Used,Manual,Saloon,Petrol,"1,300 cc",150000
5463,975000,Nissan,Sunny,Sunny 1987,1987,Used,Manual,Saloon,Petrol,"1,500 cc",285600
5464,43500000,Mercedes Benz,GLB,GLB 200 AMG Premium,2020,Used,Automatic,SUV / 4x4,Petrol,"1,332 cc",14065
5465,15200000,Honda,Vezel,2018,2018,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc",53000
5466,18250000,Toyota,Land Cruiser Prado,Diesel 120 2005,2005,Used,Automatic,SUV / 4x4,Diesel,"3,000 cc",130000
5467,6200000,Suzuki,Wagon R Stingray,Stingray,2018,Used,Automatic,Hatchback,Hybrid,650 cc,65000
5468,63000000,Other brand,Other model,Bentley Continental,2008,Used,Tiptronic,Coup̩/Sports,Petrol,"6,000 cc",36000
5469,600000,Mitsubishi,Lancer,Mitsubishi,1977,Used,Manual,Saloon,Petrol,"1,200 cc",45999
5470,10350000,Toyota,Land Cruiser Prado,TZ,1999,Used,Automatic,SUV / 4x4,Petrol,"3,400 cc",172457
5471,12450000,Toyota,Premio,G Superior,2014,Used,Automatic,Saloon,Petrol,"1,500 cc",103300
5472,20400000,Toyota,Land Cruiser Prado,Gx Limited Edition,2006,Used,Manual,SUV / 4x4,Petrol,"2,700 cc",37000
5473,14950000,Toyota,Axio,Annivesery Ivory,2019,Used,Automatic,Saloon,Hybrid,"1,500 cc",42000
5474,29500000,Audi,A8,A8L 3.0 Quattro,2012,Used,Automatic,Saloon,Petrol,"3,000 cc",43000
5475,1175000,Mercedes Benz,Other Model,W123,1979,Used,Manual,Saloon,Diesel,"3,000 cc",225000
5476,7500000,Toyota,Vitz,2016,2016,Used,Automatic,Hatchback,Petrol,990 cc,66000
5477,19200000,Toyota,Premio,G Superior,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",17000
5478,41000000,Toyota,Land Cruiser Prado,TX 150,2015,Used,Automatic,SUV / 4x4,Petrol,"2,800 cc",73000
5479,8600000,Ssang Yong,Tivoli,2017,2017,Used,Tiptronic,SUV / 4x4,Petrol,"1,600 cc",30800
5480,1550000,Tata,Indica,V2,2004,Used,Manual,Hatchback,Petrol,"1,200 cc",140000
5481,8250000,Toyota,Vitz,Edition 03 LED,2017,Used,Automatic,Hatchback,Petrol,999 cc,30000
5482,2850000,Nissan,Leaf,G grade,2012,Used,Automatic,Hatchback,Electric,80 cc,51000
5483,29900000,Mercedes Benz,C200,-,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",21000
5484,38000000,Toyota,Other Model,Land Cruiser 79 V8,2020,Used,Manual,SUV / 4x4,Diesel,"4,500 cc",21000
5485,22900000,Toyota,Hilux,Hilux Revo 2018,2018,Used,Automatic,SUV / 4x4,Diesel,"2,800 cc",22000
5486,18800000,Toyota,Premio,Premio 2017,2017,Used,Automatic,Saloon,Petrol,"1,500 cc",12500
5487,1675000,Toyota,Carina,KA67,1984,Used,Manual,Saloon,Petrol,"1,500 cc",150000
5488,7300000,Honda,Fit,Fit Gp5 S Grade,2014,Used,Automatic,Hatchback,Petrol,"1,500 cc",48000
5489,16700000,Toyota,Land Cruiser Prado,Toyato,2008,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc",123000
5490,4975000,Toyota,Prius,G LIMITED,2011,Used,Automatic,Saloon,Hybrid,"1,500 cc",103000
5491,5675000,Toyota,Vitz,Toyota Vitz,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc",85000
5492,17750000,Toyota,Premio,Pearl White 2017,2017,Used,Automatic,Saloon,Petrol,"1,490 cc",29000
5493,1585000,Maruti Suzuki,800,2008 Maruti,2008,Used,Manual,Hatchback,Petrol,800 cc,87000
5494,725000,Toyota,Corona,AT150,1987,Used,Manual,Hatchback,Petrol,"1,500 cc",85000
5495,6450000,Toyota,Prius,-,2012,Used,Automatic,Saloon,Hybrid,"1,800 cc",154000
5496,1100000,Suzuki,Maruti,-,1999,Used,Manual,Saloon,Petrol,800 cc,150000
5497,21000000,Toyota,Premio,Toyota Premio,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",5500
5498,12500000,Mitsubishi,Montero,Jeep,2000,Used,Manual,SUV / 4x4,Diesel,"2,835 cc",122000
5499,6000000,Mazda,RX,RX 8 R3,2006,Used,Manual,Coup̩/Sports,Petrol,"1,300 cc",55000
5500,1275000,Maruti Suzuki,800,-,2004,Used,Manual,Hatchback,Petrol,800 cc,87575
5501,5790000,Honda,Civic,Automatic,2008,Used,Automatic,Saloon,Petrol,"1,330 cc",105000
5502,3790000,Toyota,Carina,2.0 C Diesel Turbo,1997,Used,Automatic,Saloon,Diesel,"2,000 cc",295000
5503,1725000,Toyota,Corona,1990,1990,Used,Manual,Saloon,Petrol,"1,500 cc",150000
5504,5175000,Suzuki,Wagon R FZ,2017,2017,Used,Automatic,Hatchback,Hybrid,650 cc,49350
5505,3490000,Nissan,Sunny,super Saloon N16,2000,Used,Automatic,Saloon,Petrol,"1,599 cc",134250
5506,4875000,Suzuki,Alto,Suzuki Alto car,2017,Used,Automatic,Hatchback,Petrol,660 cc,39522
5507,15000000,Toyota,Land Cruiser Sahara,V8,2003,Used,Automatic,SUV / 4x4,Petrol,"4,640 cc",121000
5508,7950000,Toyota,Prius,Toyota,2012,Used,Automatic,Saloon,Hybrid,"1,800 cc",106550
5509,16500000,Mazda,6,Sky-Activ,2016,Used,Tiptronic,Saloon,Petrol,"2,000 cc",72925
5510,6150000,Honda,Fit,GP5 2014,2014,Used,Automatic,Hatchback,Petrol,"1,500 cc",132000
5511,400000,Toyota,Corolla,Corolla 1976,1976,Used,Manual,Saloon,Petrol,"1,200 cc",50000
5512,12900000,Toyota,Prius,4th Generation,2016,Used,Automatic,Saloon,Hybrid,"1,800 cc",52000
5513,1875000,Suzuki,Alto,Alto,2007,Used,Manual,Hatchback,Petrol,800 cc,90000
5514,650000,Mazda,Familia,DS,1987,Used,Manual,Hatchback,Petrol,"1,350 cc",200000
5515,900000,Mitsubishi,Lancer,mitsublish,1987,Used,Automatic,Station wagon,Petrol,"1,450 cc",120000
5516,5390000,Toyota,Corolla,121,2005,Used,Automatic,Saloon,Petrol,"1,500 cc",110000
5517,17800000,Toyota,Premio,G Superior,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",25000
5518,1625000,Toyota,Corolla,Dx wagon,1990,Used,Manual,Station wagon,Diesel,"2,000 cc",230000
5519,12250000,Honda,Vezel,RX Sensing,2017,Used,Automatic,Hatchback,Hybrid,"1,500 cc",43000
5520,4850000,Toyota,Hilux,Grand Tiger D/Cab,2012,Used,Manual,SUV / 4x4,Diesel,"2,951 cc",89523
5521,6900000,Subaru,Impreza,AWD,2008,Used,Automatic,Hatchback,Petrol,"1,500 cc",110000
5522,7800000,Toyota,Axio,G Grade,2014,Used,Automatic,Saloon,Petrol,"1,500 cc",175000
5523,8450000,Honda,Vezel,Z Grade Orange Pack,2014,Used,Automatic,SUV / 4x4,Hybrid,"1,500 cc",90802
5524,11900000,Toyota,Premio,G Superior,2012,Used,Automatic,Saloon,Petrol,"1,500 cc",79000
5525,14800000,Toyota,CHR,GT LED,2018,Used,Automatic,SUV / 4x4,Petrol,"1,200 cc",30000
5526,6785000,Honda,Civic,FD 4,2009,Used,Automatic,Saloon,Petrol,"1,600 cc",148587
5527,600000,Nissan,Sunny,.,1987,Used,Manual,Saloon,Petrol,"1,300 cc",500000
5528,7275000,Honda,Fit,GP5 S grade 2017,2014,Used,Tiptronic,Hatchback,Hybrid,"1,500 cc",99000
5529,975000,Mitsubishi,Lancer,Lancer 1986,1986,Used,Manual,Saloon,Petrol,"1,300 cc",251000
5530,9250000,Toyota,Tank,Gs Custom,2017,Used,Automatic,MPV,Petrol,"1,000 cc",21000
5531,11100000,Toyota,Premio,Toyato,2013,Used,Automatic,Saloon,Petrol,"1,500 cc",152000
5532,3600000,Suzuki,Swift,2003,2003,Used,Automatic,Hatchback,Petrol,"1,320 cc",191000
5533,575000,Nissan,Sunny,B11,1986,Used,Manual,Saloon,Petrol,"1,300 cc",150000
5534,2320000,Nissan,Sunny,FB14,1998,Used,Manual,Saloon,Petrol,"1,500 cc",200000
5535,18500000,Toyota,Premio,G Superior,2017,Used,Automatic,Saloon,Petrol,"1,500 cc",25000
5536,8950000,Nissan,X-Trail,X-trail Nt31,2008,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc",116234
5537,1340000,Tata,Nano,Twist,2015,Used,Manual,Hatchback,Petrol,650 cc,120000
5538,900000,Toyota,Corolla,17 2000,2000,Used,Manual,MPV,Petrol,100 cc,100000
5539,5190000,Daihatsu,Mira,Daihatsu Mira,2017,Used,Automatic,Hatchback,Petrol,650 cc,39854
5540,8500000,Honda,Accord,Luxury Package,2010,Used,Tiptronic,Saloon,Petrol,"2,400 cc",150000
5541,11500000,Toyota,Crown,Royal Saloon,2008,Used,Tiptronic,Saloon,Hybrid,"3,500 cc",100000
5542,28000000,Porsche,Panamera,Porsche,2011,Used,Tiptronic,Coup̩/Sports,Hybrid,"3,000 cc",40000
5543,8150000,Toyota,Allion,260,2007,Used,Automatic,Saloon,Petrol,"1,500 cc",195000
5544,16000000,Toyota,Rush,Toyota,2019,Used,Automatic,SUV / 4x4,Petrol,"1,500 cc",8000
5545,8175000,Toyota,Aqua,X Uaban,2015,Used,Automatic,Hatchback,Petrol,"1,500 cc",86000
5546,5475000,Suzuki,Wagon R FZ,-,2018,Used,Automatic,Hatchback,Hybrid,650 cc,60000
5547,2950000,Toyota,Corolla,Diesel CE110,1997,Used,Automatic,Saloon,Diesel,"1,970 cc",150000
5548,700000,Honda,Civic,1987,1987,Used,Manual,Saloon,Petrol,"1,500 cc",170000
5549,7000000,Toyota,Aqua,Toyota,2013,Used,Automatic,Hatchback,Petrol,"1,500 cc",89104
5550,2700000,Nissan,Leaf,ZAA AZED,2013,Used,Automatic,Hatchback,Electric,70 cc,62800
5551,3675000,Toyota,Vitz,2002,2002,Used,Automatic,Hatchback,Petrol,990 cc,122000
5552,1145000,Mitsubishi,Galant,ASP,1991,Used,Manual,Saloon,Petrol,"1,600 cc",250400
5553,750000,Toyota,Corolla,DX Wagon KE74,1983,Used,Manual,Station wagon,Petrol,"1,480 cc",291000
5554,6300000,Micro,BAIC,2017,2017,Used,Automatic,Hatchback,Petrol,"1,500 cc",53000
5555,56500000,Mercedes Benz,S500,Plug-In Hybrid,2015,Used,Tiptronic,Saloon,Hybrid,"3,000 cc",40000
5556,6650000,Honda,Fit Shuttle,G Navi,2014,Used,Automatic,Station wagon,Petrol,"1,300 cc",69900
5557,25500000,BMW,ActiveHybrid 7,Msport Short Wheel,2014,Used,Automatic,Saloon,Petrol,"3,000 cc",87862
5558,775000,Toyota,Carina,AT150,1987,Used,Manual,Saloon,Petrol,"1,500 cc",285600
5559,6500000,Honda,Accord,2010,2010,Used,Automatic,Saloon,Petrol,"2,400 cc",129000
5560,710000,Honda,Civic,Roof Console,1985,Used,Manual,Saloon,Petrol,"1,300 cc",300000
5561,4385000,Toyota,IST,FL,2002,Used,Automatic,Hatchback,Petrol,"1,300 cc",175000
5562,750000,Daihatsu,Charade,G101S,1989,Used,Manual,Hatchback,Diesel,"1,000 cc",78600
5563,550000,Nissan,AD Wagon,1983,1983,Used,Manual,Station wagon,Petrol,"1,400 cc",319200
5564,5800000,Toyota,Prius,S GRADE 2013,2013,Used,Automatic,Saloon,Hybrid,"1,790 cc",125000
5565,16250000,BMW,520d,2012,2012,Used,Automatic,Saloon,Diesel,"2,000 cc",138000
5566,11800000,Toyota,Axio,WXB,2017,Used,Automatic,Saloon,Petrol,"1,500 cc",39000
5567,44000000,BMW,i8,2017,2017,Used,Automatic,Coup̩/Sports,Hybrid,"1,499 cc",16500
5568,19800000,Toyota,Premio,G Superior,2019,Used,Automatic,Saloon,Petrol,"1,500 cc",21000
5569,650000,Mazda,Familia,1986,1986,Used,Manual,Saloon,Petrol,"1,500 cc",800000
5570,9550000,Toyota,Vitz,Toyota,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc",24900
5571,66500000,Mercedes Benz,GLE 300D,GLE 300D,2019,Used,Automatic,SUV / 4x4,Diesel,"2,000 cc",15000
5572,13000000,Honda,Civic,EX Sport,2018,Used,Tiptronic,Hatchback,Petrol,"1,000 cc",53000
5573,1650000,Maruti Suzuki,800,800,2009,Used,Manual,Hatchback,Petrol,800 cc,83000
5574,5700000,Suzuki,Wagon R,R FX 2018,2018,Used,Automatic,Hatchback,Hybrid,650 cc,34000
5575,6750000,Honda,N-Box,Custom,2016,Used,Automatic,Hatchback,Hybrid,650 cc,67341
5576,9500000,MG,ZS,MG ZS,2019,Used,Tiptronic,SUV / 4x4,Petrol,"1,000 cc",75000
5577,8950000,MG,ZS,ZS 2018,2018,Used,Tiptronic,SUV / 4x4,Petrol,"1,000 cc",36000
5578,9875000,Toyota,Axio,G Grade,2015,Used,Automatic,Saloon,Petrol,"1,500 cc",79000
5579,9100000,Toyota,Axio,Toyato,2015,Used,Automatic,Saloon,Petrol,"1,500 cc",110000
5580,1245000,Suzuki,Maruti,EFI,2006,Used,Manual,Hatchback,Petrol,800 cc,65000
5581,6490000,Honda,Fit,Gp5 L 2016 Reg.,2013,Used,Automatic,Hatchback,Hybrid,"1,500 cc",51000
5582,350000,Nissan,Dutsun,Sunny Wagon,1977,Used,Manual,Station wagon,Petrol,"1,171 cc",41121
5583,25000000,Mercedes Benz,E300,AMG Night Edition,2015,Used,Tiptronic,Saloon,Diesel,"2,200 cc",51500
5584,17500000,Toyota,Land Cruiser Prado,-,2008,Used,Automatic,SUV / 4x4,Petrol,"2,700 cc",107000
5585,40000000,Mercedes Benz,E350,Premium Plus 2017,2017,Used,Automatic,Saloon,Hybrid,"2,000 cc",60000
5586,6775000,Honda,N-Box,Honda,2017,Used,Automatic,Station wagon,Petrol,660 cc,68000
5587,10100000,Toyota,Vitz,CBF,2019,Used,Automatic,Hatchback,Petrol,"1,000 cc",11000
5588,9500000,Toyota,Tank,Register 2020,2018,Used,Automatic,Hatchback,Petrol,"1,000 cc",21000
5589,890000,Nissan,Bluebird,GL,1983,Used,Manual,Saloon,Diesel,"2,000 cc",369000
5590,3250000,Nissan,Other Model,Nissan Laurel HC34,1998,Used,Automatic,Saloon,Petrol,"2,000 cc",135000
5591,825000,Mitsubishi,Lancer,Box,1980,Used,Manual,Saloon,Petrol,"1,400 cc",100000
5592,2425000,Nissan,March,March K11,2001,Used,Manual,Hatchback,Petrol,"1,000 cc",168000
5593,36000000,Toyota,Land Cruiser Prado,150 TX,2015,Used,Automatic,SUV / 4x4,Petrol,"1,690 cc",91000
5594,9300000,Hyundai,Tucson,Tucson,2011,Used,Automatic,SUV / 4x4,Petrol,"2,000 cc",110000
5595,950000,Tata,Nano,CX,2012,Used,Manual,Hatchback,Petrol,624 cc,105000
5596,5290000,Suzuki,Wagon R FX,R FX 2016,2016,Used,Automatic,Hatchback,Petrol,660 cc,28000
5597,18500000,Toyota,Premio,G superior,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",30000
5598,5500000,Toyota,Corolla,121 LX Limited,2006,Used,Manual,Saloon,Petrol,"1,500 cc",132000
5599,4850000,Suzuki,Wagon R Stingray,J style,2015,Used,Automatic,Hatchback,Hybrid,650 cc,71000
5600,11600000,Nissan,X-Trail,Mode Premier,2016,Used,Automatic,SUV / 4x4,Petrol,"1,990 cc",115000
5601,1450000,Suzuki,Maruti,Zen,2001,Used,Manual,Hatchback,Petrol,"1,000 cc",143000
5602,12500000,Toyota,Premio,G Superior,2013,Used,Automatic,Saloon,Petrol,"1,500 cc",62500
5603,1155000,Tata,Other Model,207 Cab,2005,Used,Manual,Convertible,Diesel,"2,956 cc",75000
5604,2825000,Nissan,Pulsar,CJ - 2,2003,Used,Automatic,Saloon,Petrol,"1,500 cc",181450
5605,1950000,Toyota,Tercel,tercel,1996,Used,Manual,Saloon,Petrol,"1,300 cc",200000
5606,850000,Nissan,Sunny,HB 11,1984,Used,Manual,Saloon,Petrol,"1,500 cc",100000
5607,1250000,Peugeot,405,GL,1996,Used,Manual,Saloon,Diesel,"1,970 cc",100000
5608,2900000,Renault,KWID,RXT,2016,Used,Manual,Hatchback,Petrol,800 cc,51000
5609,5190000,Toyota,Vitz,KSP90 Leather Seats,2008,Used,Automatic,Hatchback,Petrol,"1,000 cc",90000
5610,5750000,Toyota,Vitz,U Grade,2007,Used,Automatic,Hatchback,Petrol,"1,000 cc",98000
5611,17800000,Toyota,Premio,G Superior,2018,Used,Automatic,Saloon,Petrol,"1,500 cc",55000
5612,19290000,Toyota,Hilux,REVO DOUBLE CAB,2017,Reconditioned,Automatic,SUV / 4x4,Diesel,"2,800 cc",57000
5613,9850000,DFSK,Glory,Glory SUV Jeep,2021,New,Automatic,SUV / 4x4,Petrol,"1,500 cc",0
5614,5690000,Suzuki,Wagon R FX,WagonR FX Safety,2019,Used,Automatic,Hatchback,Petrol,660 cc,12650
